"brand","car_type","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","torque","rpm"
"Maruti","Ertiga VDI",2014,6431,110000,"Diesel","Individual","Manual","First Owner",20.77,1200,88.76,"7",200,1750
"Toyota","Innova Crysta 2.4 VX MT 8S BSIV",2018,24355.2,24000,"Diesel","Individual","Manual","First Owner",13.68,2400,147.8,"8",343,1400
"Maruti","S-Cross 2017-2020 Delta DDiS 200 SH",2018,11210,25000,"Diesel","Individual","Manual","First Owner",25.1,1200,88.5,"5",200,1750
"Hyundai","EON Magna Plus",2013,2360,68697,"Petrol","Individual","Manual","Third Owner",21.1,800,55.2,"5",74.5,4000
"Maruti","Swift VDI Optional",2017,7788,30000,"Diesel","Individual","Manual","First Owner",25.2,1200,74,"5",190,2000
"Honda","Amaze VX i-DTEC",2013,4956,40000,"Diesel","Individual","Manual","Second Owner",25.8,1500,98.6,"5",200,1750
"Tata","Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV",2010,1770,29000,"Petrol","Individual","Manual","First Owner",16.5,1200,65,"5",96,3000
"Chevrolet","Beat Diesel LS",2013,2065,68000,"Diesel","Individual","Manual","Second Owner",25.44,900,57.6,"5",150,1750
"Honda","Amaze S CVT i-VTEC",2018,8850,15000,"Petrol","Individual","Automatic","First Owner",18.1,1200,88.7,"5",110,4800
"Maruti","Ritz VDi",2014,5015,70000,"Diesel","Individual","Manual","First Owner",23.2,1200,73.94,"5",190,2000
"Toyota","Corolla Altis D-4D G",2015,9322,126000,"Diesel","Individual","Manual","Third Owner",21.43,1400,87.2,"5",205,1800
"Toyota","Innova 2.5 V Diesel 7-seater",2011,9794,300000,"Diesel","Individual","Manual","Third Owner",12.8,2500,102,"7",200.124,1400
"Honda","Mobilio RS i DTEC",2015,7670,94000,"Diesel","Individual","Manual","Second Owner",24.5,1500,98.6,"7",200,1750
"Toyota","Corolla Altis D-4D J",2015,9204,129000,"Diesel","Individual","Manual","Third Owner",21.43,1400,87.2,"5",205,1800
"Hyundai","i10 Magna 1.1L",2010,2124,55000,"Petrol","Individual","Manual","Second Owner",19.81,1100,68.05,"5",99.04,4500
"Ford","EcoSport 1.5 Diesel Trend Plus BSIV",2019,10265.9882,40000,"Diesel","Individual","Manual","First Owner",23,1500,98.96,"5",205,1750
"Tata","Manza Aura (ABS) Quadrajet BS IV",2011,3245,50000,"Diesel","Individual","Manual","First Owner",21.12,1200,88.8,"5",200,1750
"Hyundai","i20 1.2 Asta Option",2017,7434,25000,"Petrol","Individual","Manual","Second Owner",18.6,1200,81.83,"5",114.7,4000
"Toyota","Corolla H2",2008,1770,60000,"Petrol","Individual","Manual","Second Owner",13.4,1800,125,"5",157.941,4200
"Maruti","Alto 800 LXI",2016,3717,25000,"Petrol","Individual","Manual","First Owner",22.74,800,47.3,"5",69,3500
"Tata","Indigo CR4",2011,2230.2,70000,"Diesel","Individual","Manual","Second Owner",23.57,1400,70,"5",140,1800
"Maruti","Swift Dzire VDI",2014,6844,120000,"Diesel","Individual","Manual","First Owner",23.4,1200,74,"5",190,2000
"Fiat","Punto 1.3 Emotion",2009,1770,153000,"Diesel","Individual","Manual","Second Owner",NA,NA,NA,NA,NA,NA
"Maruti","Vitara Brezza VDi",2018,9735,35000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Tata","Safari Storme VX",2016,7670,60000,"Diesel","Individual","Manual","Second Owner",14.1,2200,148,"7",320,1700
"Honda","City 1.3 EXI",2004,590,62000,"Petrol","Individual","Manual","Second Owner",13,1300,90,"5",110.853,4700
"Skoda","Fabia 1.2 MPI Ambition",2011,2360,120000,"Petrol","Individual","Manual","Second Owner",16.25,1200,73.9,"5",110,3750
"Tata","Venture LX 7 Str",2013,1593,120000,"Diesel","Individual","Manual","Third Owner",15.42,1400,70,"7",135,2500
"Hyundai","i20 2015-2017 Sportz 1.4 CRDi",2017,8024,80000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Hyundai","i20 1.4 Sportz",2017,7906,80000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"BMW","5 Series 525d",2010,11800,60000,"Diesel","Individual","Automatic","First Owner",16.73,2000,218,"5",450,1750
"Maruti","Alto K10 2010-2014 VXI",2010,2832,80000,"Petrol","Individual","Manual","Second Owner",20.92,1000,67.1,"5",90,3500
"Force","One SX ABS 7 Seating",2014,6549,147279,"Diesel","Individual","Manual","Second Owner",17,2200,139.01,"7",321,1600
"Skoda","Rapid 1.6 TDI Ambition Plus",2013,5369,98000,"Diesel","Individual","Manual","First Owner",20.5,1600,103.5,"5",250,1500
"Maruti","Swift Dzire VDI",2018,8850,25000,"Diesel","Individual","Manual","First Owner",28.4,1200,74.02,"5",190,2000
"Maruti","Swift Dzire AMT ZDI",2016,8260,90000,"Diesel","Individual","Automatic","First Owner",26.59,1200,74,"5",190,2000
"Tata","Nano XTA",2016,2596,22000,"Petrol","Individual","Automatic","First Owner",21.9,600,37.48,"4",51,4000
"Tata","Indica V2 eLX",2014,1888,120000,"Diesel","Individual","Manual","First Owner",25,1400,69,"5",140,1800
"Chevrolet","Sail Hatchback Diesel",2013,2655,100000,"Diesel","Individual","Manual","Second Owner",22.1,1200,76.9,"5",205,1750
"Tata","Indigo CS LX (TDI) BS III",2008,1652,120000,"Diesel","Individual","Manual","Second Owner",19.09,1400,69,"5",135,2500
"Maruti","Swift Dzire VDI",2014,7080,70000,"Diesel","Individual","Manual","Second Owner",23.4,1200,74,"5",190,2000
"Mahindra","XUV500 W10 2WD",2015,11800,24700,"Diesel","Individual","Manual","First Owner",16,2200,140,"7",330,1600
"Chevrolet","Spark 1.0 LS",2008,767,100000,"Petrol","Individual","Manual","Third Owner",18,1000,62,"5",90.3,4200
"Maruti","Ignis 1.2 Delta BSIV",2019,5900,10000,"Petrol","Individual","Manual","First Owner",20.89,1200,81.8,"5",113,4200
"Mahindra","XUV500 W10 2WD",2017,12980,88754,"Diesel","Dealer","Manual","First Owner",16,2200,140,"7",330,1600
"Ford","Fiesta 1.6 SXI ABS Duratec",2011,3835,53287,"Petrol","Dealer","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Mahindra","XUV500 W6 2WD",2017,13570,43526,"Diesel","Dealer","Manual","First Owner",16,2200,140,"7",330,1600
"Skoda","Fabia 1.2 MPI Ambition Plus",2012,3776,55885,"Petrol","Dealer","Manual","First Owner",16.25,1200,75,"5",110,3750
"Ford","Ecosport 1.5 Diesel Titanium",2019,11210,16034,"Diesel","Dealer","Manual","First Owner",21.7,1500,98.96,"5",215,1750
"Ford","Figo Diesel EXI",2012,2950,156040,"Diesel","Dealer","Manual","First Owner",20,1400,68,"5",160,2000
"Ford","Endeavour 2.5L 4X2 MT",2004,4720,93415,"Diesel","Dealer","Manual","First Owner",13.1,2500,141,"7",330,1800
"BMW","5 Series 520d",2008,12980,122000,"Diesel","Individual","Automatic","Second Owner",18.48,2000,177,"5",350.217,1750
"Maruti","Baleno Delta 1.3",2017,7080,20000,"Diesel","Individual","Manual","First Owner",27.39,1200,74,"5",190,2000
"Maruti","Swift VVT VXI",2017,6017.9882,46000,"Petrol","Individual","Manual","First Owner",22,1200,81.8,"5",113,4200
"Skoda","Rapid 1.6 MPI Active BSIV",2016,4661,50000,"Petrol","Individual","Manual","Third Owner",15.41,1600,103.2,"5",153,3750
"Maruti","Wagon R VXI",2018,5534.2,5000,"Petrol","Individual","Manual","First Owner",21.79,1000,67.05,"5",90,3500
"Maruti","Alto 800 LX Optional",2017,2950,42000,"Petrol","Individual","Manual","First Owner",24.7,800,47.3,"5",69,3500
"Chevrolet","Spark 1.0 LT",2011,1534,68519,"Petrol","Dealer","Manual","First Owner",16.2,1000,62.1,"5",90.3,4200
"Ford","EcoSport 1.5 Diesel Titanium Plus BSIV",2019,10690.8,30000,"Diesel","Individual","Manual","First Owner",23,1500,98.96,"5",205,1750
"Ford","Figo Diesel ZXI",2011,1888,85000,"Diesel","Individual","Manual","First Owner",20,1400,68,"5",160,2000
"Maruti","Swift Dzire VXi",2012,3540,88000,"Petrol","Individual","Manual","First Owner",17.5,1300,85.8,"5",114,4000
"Maruti","800 Uniq",2010,708,100000,"Petrol","Individual","Manual","Fourth & Above Owner",14,800,37.5,"5",58.86,2500
"Maruti","Swift Dzire VXI",2014,4720,100000,"Petrol","Individual","Manual","Second Owner",19.1,1200,85.8,"5",114,4000
"Tata","Tiago XT",2018,5310,22966,"Petrol","Dealer","Manual","First Owner",23.84,1200,84.48,"5",113,3300
"Mahindra","Bolero 2011-2019 SLX",2014,5487,80000,"Diesel","Individual","Manual","Second Owner",15.96,2500,62.1,"7",195,1400
"Maruti","Swift VDI",2012,3835,80000,"Diesel","Individual","Manual","Second Owner",22.9,1200,74,"5",190,2000
"Maruti","Alto LXi",2008,1770,70000,"Petrol","Individual","Manual","Second Owner",19.7,800,46.3,"5",62,3000
"Hyundai","EON Era Plus",2014,2950,2350,"Petrol","Individual","Manual","First Owner",21.1,800,55.2,"5",74.5,4000
"Maruti","Alto LXi",2011,2065,50000,"Petrol","Individual","Manual","First Owner",19.7,800,46.3,"5",62,3000
"Maruti","Alto LXi",2010,2065,58000,"Petrol","Individual","Manual","First Owner",19.7,800,46.3,"5",62,3000
"Honda","City 2017-2020 VTEC",2006,1770,80000,"Petrol","Individual","Manual","Second Owner",16.9,1500,100,"5",132.435,4800
"Mahindra","Bolero Power Plus SLX",2018,9404.6,60000,"Diesel","Individual","Manual","First Owner",16.5,1500,70,"7",195,1400
"Hyundai","Elite i20 Asta Option BSIV",2019,9440,35000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.86,"5",117,4000
"Mahindra","Bolero 2011-2019 SLX",2019,8850,59872,"Diesel","Individual","Manual","First Owner",15.96,2500,62.1,"7",195,1400
"Mahindra","Scorpio M2DI",2011,4720,140000,"Diesel","Individual","Manual","Second Owner",13.5,2200,115,"5",277.5,1700
"Maruti","Alto LX",2012,1888,110000,"Petrol","Individual","Manual","First Owner",19.7,800,46.3,"5",62,3000
"Mahindra","Bolero 2011-2019 SLX 2WD BSIII",2016,8260,91182,"Diesel","Individual","Manual","First Owner",15.96,2500,62.1,"7",195,1400
"Maruti","Alto LXi",2010,1888,60000,"Petrol","Individual","Manual","Third Owner",19.7,800,46.3,"5",62,3000
"Hyundai","i20 Asta 1.4 CRDi",2012,4720,100000,"Diesel","Individual","Manual","First Owner",21.27,1400,88.76,"5",219.6,1500
"Toyota","Etios Liva GD",2013,5321.8,120000,"Diesel","Individual","Manual","First Owner",23.59,1400,67.06,"5",170,1800
"Maruti","800 Std BSIII",2002,472,80000,"Petrol","Individual","Manual","First Owner",16.1,800,37,"4",59,2500
"Tata","Manza Aura (ABS) Quadrajet BS IV",2012,3540,70000,"Diesel","Individual","Manual","Third Owner",21.12,1200,88.8,"5",200,1750
"Maruti","Celerio ZXI Optional",2017,4967.8,59500,"Petrol","Individual","Manual","Second Owner",23.1,1000,67.04,"5",90,3500
"Maruti","Omni CNG",2000,944,100000,"CNG","Individual","Manual","Second Owner",10.9,800,NA,"8",NA,NA
"Maruti","Vitara Brezza ZDi Plus Dual Tone",2016,11210,45000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Hyundai","i20 1.4 CRDi Asta",2011,4661,75500,"Diesel","Individual","Manual","Second Owner",23,1400,90,"5",219.744,1750
"Maruti","Vitara Brezza ZDi Plus Dual Tone",2016,11210,46000,"Diesel","Individual","Manual","Second Owner",24.3,1200,88.5,"5",200,1750
"Maruti","Alto 800 LXI",2013,3186,60000,"Petrol","Individual","Manual","First Owner",22.74,800,47.3,"5",69,3500
"Hyundai","i20 1.4 Asta (AT)",2009,4248,60000,"Petrol","Individual","Automatic","Second Owner",15,1400,100,"5",136.359,4200
"Maruti","Swift Ldi BSIII",2008,2773,152500,"Diesel","Individual","Manual","First Owner",17.8,1200,75,"5",190,2000
"Mercedes-Benz","E-Class E250 CDI Avantgrade",2014,21830,60000,"Diesel","Individual","Automatic","Second Owner",13,2100,201.1,"5",500,1600
"Toyota","Fortuner 4x2 AT",2015,22420,130000,"Diesel","Individual","Automatic","First Owner",12.55,3000,168.5,"7",360,1400
"Hyundai","Grand i10 Sportz",2017,6490,23456,"Petrol","Dealer","Manual","First Owner",18.9,1200,82,"5",114,4000
"Mahindra","XUV500 W10 2WD",2015,14455,39000,"Diesel","Dealer","Manual","First Owner",16,2200,140,"7",330,1600
"Honda","WR-V i-VTEC S",2017,8260,15000,"Petrol","Individual","Manual","First Owner",17.5,1200,88.7,"5",110,4800
"Jeep","Compass 2.0 Limited Option",2017,19470,69123,"Diesel","Dealer","Manual","First Owner",17.1,2000,170,"5",350,1750
"Honda","Brio V MT",2012,4436.8,26000,"Petrol","Individual","Manual","First Owner",19.4,1200,86.8,"5",109,4500
"Ford","Ecosport 1.5 DV5 MT Titanium Optional",2017,10325,77524,"Diesel","Dealer","Manual","First Owner",22.7,1500,89.84,"5",204,2000
"Hyundai","i20 Sportz 1.2",2014,5427.9882,40523,"Petrol","Dealer","Manual","Second Owner",18.5,1200,82.85,"5",113.7,4000
"Maruti","Swift VDI",2018,8909,39000,"Diesel","Dealer","Manual","First Owner",28.4,1200,74,"5",190,2000
"Audi","A6 35 TFSI Matrix",2019,73431.4,7800,"Petrol","Dealer","Automatic","Test Drive Car",15.26,1800,187.74,"5",320,1400
"Audi","A6 35 TFSI Matrix",2019,69891.4,11500,"Petrol","Dealer","Automatic","Test Drive Car",15.26,1800,187.74,"5",320,1400
"Audi","A6 35 TFSI Matrix",2019,76971.4,23600,"Petrol","Dealer","Automatic","Test Drive Car",15.26,1800,187.74,"5",320,1400
"Toyota","Fortuner 3.0 Diesel",2010,12390,220000,"Diesel","Individual","Manual","Second Owner",11.5,3000,171,"7",343,1400
"Toyota","Qualis GS C1",2004,2537,218000,"Diesel","Individual","Manual","Second Owner",NA,NA,NA,NA,NA,NA
"Mahindra","XUV500 W8 4WD",2015,12390,120000,"Diesel","Individual","Manual","Second Owner",15.1,2200,140,"7",330,1600
"Maruti","Baleno Alpha Automatic",2018,9440,25000,"Petrol","Individual","Automatic","First Owner",21.4,1200,83.1,"5",115,4000
"Maruti","Swift VDI BSIV",2015,7080,31000,"Diesel","Individual","Manual","Second Owner",25.2,1200,74,"5",190,2000
"Maruti","Baleno Sigma 1.2",2017,6254,42000,"Petrol","Individual","Manual","First Owner",21.4,1200,83.1,"5",115,4000
"Maruti","Swift Dzire VXI",2015,5310,80000,"Petrol","Individual","Manual","First Owner",20.85,1200,83.14,"5",115,4000
"Maruti","Alto K10 2010-2014 VXI",2011,2773,60000,"Petrol","Individual","Manual","First Owner",20.92,1000,67.1,"5",90,3500
"Maruti","Swift Dzire ZDI",2013,6490,240000,"Diesel","Individual","Manual","First Owner",23.4,1200,74,"5",190,2000
"Skoda","Rapid 1.6 MPI AT Elegance",2013,4661,35000,"Petrol","Individual","Automatic","Second Owner",14.3,1600,103.5,"5",153,3800
"Tata","Tigor 1.2 Revotron XT",2018,5310,35000,"Petrol","Individual","Manual","First Owner",20.3,1200,84,"5",114,3500
"Renault","Triber RXT BSIV",2019,7080,5000,"Petrol","Individual","Manual","First Owner",20,1000,72,"7",96,3500
"Maruti","Vitara Brezza VDi Option",2016,7198,110000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Hyundai","i20 1.2 Asta Option",2017,8142,20000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.83,"5",114.7,4000
"Tata","Nexon 1.2 Revotron XZ Plus",2018,9322,15000,"Petrol","Individual","Manual","First Owner",17,1200,108.5,"5",170,1750
"Maruti","Alto K10 2010-2014 VXI",2014,3008.9882,40000,"Petrol","Individual","Manual","Second Owner",20.92,1000,67.1,"5",90,3500
"Honda","Jazz 1.2 V i VTEC",2016,5900,41000,"Petrol","Individual","Manual","First Owner",18.7,1200,88.7,"5",110,4800
"Mahindra","Bolero SLX",2011,4012,100000,"Diesel","Individual","Manual","Second Owner",13.6,2500,63,"7",180,1440
"Tata","Sumo CX 9 Seater",2008,1770,120000,"Diesel","Individual","Manual","First Owner",12.2,1900,68,"9",1128.15,2500
"Mahindra","Bolero SLX",2007,2891,110000,"Diesel","Individual","Manual","Third Owner",13.6,2500,63,"7",180,1440
"Volkswagen","Vento 1.5 TDI Comfortline",2015,6077,120000,"Diesel","Individual","Manual","Second Owner",20.34,1500,103.2,"5",250,1500
"Ambassador","Grand 1500 DSZ BSIII",2008,1439.6,60000,"Diesel","Individual","Manual","Second Owner",12.8,2000,52,"5",106,2200
"Hyundai","i10 Magna 1.1L",2009,1888,35000,"Petrol","Individual","Manual","Third Owner",19.81,1100,68.05,"5",99.04,4500
"Maruti","Alto LX",2007,1298,120000,"Petrol","Individual","Manual","Second Owner",19.7,800,46.3,"5",62,3000
"Maruti","Swift LDI BSIV",2014,4248,70000,"Diesel","Individual","Manual","First Owner",25.2,1200,74,"5",190,2000
"Maruti","Swift VDI BSIV",2009,2478,110000,"Diesel","Individual","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Hyundai","Verna Transform SX VGT CRDi",2011,3068,90000,"Diesel","Individual","Manual","Third Owner",16.2,1500,110,"5",235.44,1900
"Maruti","Alto LXi",2007,1510.4,60000,"Petrol","Individual","Manual","Second Owner",19.7,800,46.3,"5",62,3000
"Hyundai","Verna 1.6 CRDi S",2015,7080,80000,"Diesel","Individual","Manual","Second Owner",23.9,1600,126.2,"5",259.9,1900
"Toyota","Fortuner 3.0 Diesel",2010,9440,151000,"Diesel","Individual","Manual","Second Owner",11.5,3000,171,"7",343,1400
"Maruti","Swift Dzire VDI",2019,7965,25000,"Diesel","Individual","Manual","First Owner",28.4,1200,74.02,"5",190,2000
"Mahindra","XUV500 W10 2WD",2015,11800,24700,"Diesel","Individual","Manual","First Owner",16,2200,140,"7",330,1600
"Chevrolet","Spark 1.0 LS",2008,767,100000,"Petrol","Individual","Manual","Third Owner",18,1000,62,"5",90.3,4200
"Maruti","Ignis 1.2 Delta BSIV",2019,5900,10000,"Petrol","Individual","Manual","First Owner",20.89,1200,81.8,"5",113,4200
"Maruti","SX4 Zxi BSIII",2010,3540,50000,"Petrol","Individual","Manual","First Owner",15,1600,104.68,"5",1422.45,4100
"Maruti","800 AC",2009,1475,80000,"Petrol","Individual","Manual","First Owner",16.1,800,37,"4",59,2500
"Hyundai","Grand i10 Asta Option",2017,6490,25000,"Petrol","Individual","Manual","First Owner",18.9,1200,82,"5",114,4000
"Maruti","Alto LXi",2007,1770,80000,"Petrol","Individual","Manual","Third Owner",19.7,800,46.3,"5",62,3000
"Mahindra","Scorpio Intelli Hybrid S6 Plus",2017,10513.8,80000,"Diesel","Individual","Manual","First Owner",15.4,2200,120,"7",280,1800
"Toyota","Innova 2.5 VX (Diesel) 7 Seater",2015,12390,70000,"Diesel","Individual","Manual","First Owner",12.99,2500,100.6,"7",200,1200
"Maruti","Baleno RS 1.0 Petrol",2018,8850,15000,"Petrol","Individual","Manual","First Owner",21.1,1000,100.5,"5",150,1700
"Hyundai","i20 Magna Optional 1.2",2012,4484,27500,"Petrol","Individual","Manual","First Owner",18.5,1200,82.9,"5",113.8,4000
"Toyota","Innova 2.5 VX (Diesel) 8 Seater",2013,9440,110000,"Diesel","Individual","Manual","Second Owner",12.99,2500,100.6,"8",200,1200
"Mahindra","Logan Petrol 1.4 GLE",2010,2360,120000,"Petrol","Individual","Manual","First Owner",15.7,1400,75,"5",1079.1,3000
"Maruti","Ciaz VDi Option SHVS",2016,8260,70000,"Diesel","Individual","Manual","First Owner",28.09,1200,88.5,"5",200,1750
"Toyota","Qualis FS B3",2002,2713.9882,290000,"Diesel","Individual","Manual","First Owner",13.1,2400,75,"10",151,2400
"Honda","Accord 2.4 MT",2010,3540,74000,"Petrol","Individual","Manual","Second Owner",12.8,2400,177.6,"5",222,4300
"Honda","Mobilio S i DTEC",2015,7906,120000,"Diesel","Individual","Manual","First Owner",24.2,1500,98.6,"7",200,1750
"Honda","City 2017-2020 GXi",2007,2478,140000,"Petrol","Individual","Manual","First Owner",17.7,1500,78,"5",124.587,2700
"Maruti","Ignis 1.2 Delta BSIV",2017,4366,40000,"Petrol","Individual","Manual","First Owner",20.89,1200,81.8,"5",113,4200
"Maruti","Baleno Delta Automatic",2019,7080,20000,"Petrol","Individual","Automatic","First Owner",21.4,1200,83.1,"5",115,4000
"Maruti","Vitara Brezza VDi",2020,9558,15000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Fiat","Palio 1.2",2006,944,35000,"Petrol","Individual","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Tata","Tiago 1.2 Revotron XE",2019,4082.8,16000,"Petrol","Individual","Manual","First Owner",23.84,1200,84,"5",114,3500
"Honda","City 1.3 EXI",2005,649,130000,"Petrol","Individual","Manual","First Owner",13,1300,90,"5",110.853,4700
"Tata","Safari DICOR 2.2 EX 4x2",2012,2950,118000,"Diesel","Individual","Manual","Second Owner",13.93,2200,138.03,"7",320,1700
"Maruti","Swift ZXI BSIII",2006,1416,44000,"Petrol","Individual","Manual","Second Owner",16.1,1300,88.2,"5",112.815,4500
"Maruti","Ertiga ZDI",2013,7080,50000,"Diesel","Individual","Manual","Second Owner",20.77,1200,88.8,"7",200,1750
"Maruti","Eeco 5 Seater AC BSIV",2016,3894,60000,"Petrol","Individual","Manual","First Owner",15.37,1200,73,"5",101,3000
"Hyundai","i20 Sportz Option 1.2",2014,4720,147000,"Petrol","Individual","Manual","Second Owner",18.6,1200,81.83,"5",114.7,4000
"Tata","Indica V2 DLS TC",2004,1180,40000,"Diesel","Individual","Manual","Second Owner",16.8,1400,62,"5",122.625,2500
"Maruti","Swift Dzire VXI",2014,5310,100000,"Petrol","Individual","Manual","Third Owner",19.1,1200,85.8,"5",114,4000
"Maruti","Ertiga SHVS ZDI Plus",2017,9440,55000,"Diesel","Individual","Manual","First Owner",24.52,1200,88.5,"7",200,1750
"Maruti","Celerio ZDi",2015,4012,40000,"Diesel","Individual","Manual","Second Owner",27.62,800,47,"5",125,2000
"Maruti","Ritz VDi",2010,2655,64000,"Diesel","Individual","Manual","Third Owner",21.1,1200,73.9,"5",113,4500
"Maruti","Zen LXI",2002,649,100000,"Petrol","Individual","Manual","Second Owner",17.3,1000,60,"5",78,4500
"Maruti","Ertiga SHVS ZDI Plus",2016,10620,50000,"Diesel","Individual","Manual","First Owner",24.52,1200,88.5,"7",200,1750
"Volvo","S60 D4 SUMMUM",2014,29500,30000,"Diesel","Individual","Automatic","First Owner",9,2000,181,"5",400,1750
"Maruti","Wagon R VXI Plus",2018,5487,30000,"Petrol","Individual","Manual","First Owner",20.51,1000,67.04,"5",90,3500
"Maruti","Zen LXI",2004,826,150000,"Petrol","Individual","Manual","First Owner",17.3,1000,60,"5",78,4500
"Tata","Zest Revotron 1.2 XT",2016,4720,24177,"Petrol","Individual","Manual","First Owner",17.57,1200,88.7,"5",140,1500
"Tata","Indigo LX",2012,2183,80000,"Diesel","Individual","Manual","First Owner",16.1,1400,70,"5",132.435,2500
"Maruti","Wagon R LXI",2006,1652,150000,"Petrol","Individual","Manual","Second Owner",18.9,1000,67.1,"5",90,3500
"Renault","Lodgy 85PS RxE 7 Seater",2015,4897,120000,"Diesel","Individual","Manual","Second Owner",21.04,1500,83.8,"7",200,1900
"Mahindra","Scorpio VLX 2WD AIRBAG BSIV",2012,6277.6,121779,"Diesel","Individual","Manual","First Owner",12.05,2200,120,"8",290,1800
"Maruti","Baleno Delta 1.3",2017,7080,56000,"Diesel","Individual","Manual","First Owner",27.39,1200,74,"5",190,2000
"Maruti","SX4 Vxi BSIII",2008,1770,100000,"Petrol","Individual","Manual","Fourth & Above Owner",15,1600,104.68,"5",1422.45,4100
"Maruti","Swift LXI Option",2018,5427.9882,12000,"Petrol","Individual","Manual","First Owner",20.4,1200,81.8,"5",113,4200
"Maruti","Vitara Brezza ZDi",2017,9440,15381,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Mahindra","Bolero SLX 4WD BSIII",2011,3658,5000,"Diesel","Individual","Manual","First Owner",13.6,2500,63,"7",180,1440
"Nissan","Terrano XV Premium 110 PS",2014,5605,40000,"Diesel","Individual","Manual","First Owner",19.01,1500,108.5,"5",248,2250
"Maruti","Wagon R LXI CNG",2016,3658,35000,"CNG","Individual","Manual","Second Owner",26.6,1000,58.16,"5",77,3500
"Maruti","Alto K10 LXI",2018,4130,10000,"Petrol","Individual","Manual","First Owner",23.95,1000,67.05,"5",90,3500
"Mahindra","XUV500 W10 AWD",2019,21240,10000,"Diesel","Individual","Manual","First Owner",16,2200,140,"7",330,1600
"Maruti","Swift AMT ZXI BSIV",2018,7552,25000,"Petrol","Individual","Automatic","First Owner",22,1200,81.8,"5",113,4200
"Maruti","Wagon R AMT VXI",2017,4130,50000,"Petrol","Individual","Automatic","First Owner",20.51,1000,67,"5",90,3500
"Tata","Nexon 1.2 Revotron XE",2018,7080,30000,"Petrol","Individual","Manual","First Owner",17,1200,108.5,"5",170,1750
"Hyundai","Verna 1.6 CRDi SX",2015,6785,23000,"Diesel","Individual","Manual","First Owner",23.9,1600,126.2,"5",259.9,1900
"Mahindra","Thar CRDe ABS",2019,11493.2,15000,"Diesel","Individual","Manual","First Owner",16.55,2500,105,"6",247,1800
"Maruti","Wagon R AMT VXI",2018,5251,5000,"Petrol","Individual","Automatic","Second Owner",20.51,1000,67,"5",90,3500
"Maruti","Ertiga VDI",2015,6844,15000,"Diesel","Individual","Manual","Second Owner",20.77,1200,88.76,"7",200,1750
"Hyundai","Creta 1.4 EX Diesel",2020,12390,20000,"Diesel","Individual","Manual","First Owner",22.1,1400,88.7,"5",219.7,1500
"Ford","EcoSport 1.5 TDCi Titanium BSIV",2015,7080,50000,"Diesel","Individual","Manual","First Owner",22.77,1500,98.59,"5",205,1750
"Ford","Figo 1.2P Ambiente MT",2017,4366,40000,"Petrol","Individual","Manual","Second Owner",18.16,1200,86.8,"5",112,4000
"Maruti","Zen Estilo 1.1 VXI BSIII",2007,1770,70000,"Petrol","Individual","Manual","Third Owner",18.2,1100,64,"5",84,3500
"Maruti","Celerio ZXI Optional",2017,5699.4,15000,"Petrol","Individual","Manual","First Owner",23.1,1000,67.04,"5",90,3500
"Hyundai","Grand i10 Magna",2016,5546,10000,"Petrol","Individual","Manual","First Owner",18.9,1200,82,"5",114,4000
"Maruti","Vitara Brezza ZDi Plus Dual Tone",2018,11210,25000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Hyundai","Verna 1.6 VTVT",2013,5310,50000,"Petrol","Individual","Manual","Third Owner",17.01,1600,121.3,"5",154.9,4200
"Toyota","Etios VX",2011,4071,70000,"Petrol","Individual","Manual","First Owner",17.6,1500,88.7,"5",132,3000
"Maruti","Ignis Zeta AMT",2020,7080,5000,"Petrol","Individual","Automatic","First Owner",20.89,1200,81.8,"5",113,4200
"Maruti","A-Star Vxi",2009,3540,60000,"Petrol","Individual","Manual","First Owner",19,1000,66.1,"5",90,3500
"Maruti","Zen Estilo VXI BSIII",2007,1888,74800,"Petrol","Individual","Manual","Second Owner",18.2,1000,67.1,"5",90,3500
"Maruti","800 AC BSIII",2004,1416,80000,"Petrol","Individual","Manual","Second Owner",16.1,800,37,"4",59,2500
"Maruti","Eeco CNG 5 Seater AC BSIV",2012,2596,270000,"CNG","Individual","Manual","First Owner",21.94,1200,61.7,"5",85,3000
"Hyundai","EON 1.0 Era Plus",2018,4012,120000,"Petrol","Individual","Manual","First Owner",20.3,1000,68.05,"5",94.14,3500
