"brand","car_type","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","torque","rpm"
"Maruti","Celerio VXI AT",2017,4800,30000,"Petrol","Individual","Automatic","Second Owner",23.1,1000,67.04,"5",90,3500
"Jaguar","XE 2016-2019 2.0L Diesel Prestige",2017,31500,9000,"Diesel","Dealer","Automatic","First Owner",13.6,2000,177,"5",430,1750
"Lexus","ES 300h",2019,61800,20000,"Petrol","Dealer","Automatic","First Owner",22.37,2500,214.56,"5",202,3600
"Jaguar","XF 2.0 Diesel Portfolio",2017,38400,45000,"Diesel","Dealer","Automatic","First Owner",19.33,2000,177,"5",430,1750
"Tata","Safari Storme EX",2015,6036,110000,"Diesel","Individual","Manual","First Owner",14.1,2200,147.94,"7",320,1500
"Volvo","XC40 D4 Inscription BSIV",2019,45600,20000,"Diesel","Individual","Automatic","First Owner",18,2000,190,"5",400,NA
"Toyota","Camry 2.5 Hybrid",2016,24000,68089,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2500,157.7,"5",213,4500
"Maruti","Wagon R LXI",2013,2700,58343,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,1000,67.05,"5",90,3500
"Maruti","Baleno Alpha 1.3",2018,8880,38817,"Diesel","Dealer","Manual","First Owner",27.39,1200,74,"5",190,2000
"Honda","Jazz VX",2016,6600,56494,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1200,88.7,"5",110,4800
"Toyota","Innova 2.5 VX (Diesel) 7 Seater",2013,9000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2500,100.6,"7",200,1200
"Maruti","Swift AMT VVT VXI",2019,7800,5621,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1200,81.8,"5",113,4200
"Toyota","Etios VX",2017,7500,25538,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1500,88.73,"5",132,3000
"Maruti","Swift AMT ZXI",2018,7200,69779,"Petrol","Dealer","Automatic","First Owner",22,1200,81.8,"5",113,4200
"Hyundai","Grand i10 1.2 CRDi Sportz",2017,5400,56290,"Diesel","Dealer","Manual","First Owner",24,1200,73.97,"5",190.24,1750
"BMW","X4 M Sport X xDrive20d",2019,64800,7500,"Diesel","Dealer","Automatic","First Owner",16.78,2000,190,"5",400,1750
"BMW","X4 M Sport X xDrive20d",2019,66000,8500,"Diesel","Dealer","Automatic","First Owner",16.78,2000,190,"5",400,1750
"Honda","Amaze V CVT Petrol BSIV",2019,9348,7032,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1200,88.76,"5",110,4800
"Skoda","Rapid 1.6 MPI AT Elegance",2016,7740,11000,"Petrol","Dealer","Automatic","First Owner",14.3,1600,103.5,"5",153,3800
"Volvo","V40 D3 R-Design",2018,29700,2000,"Diesel","Dealer","Automatic","First Owner",16.8,2000,150,"5",350,1500
"Hyundai","Santro GLS I - Euro I",1999,720,140000,"Petrol","Individual","Manual","Third Owner",NA,NA,NA,NA,NA,NA
"Ford","EcoSport 1.5 Diesel Titanium Plus BSIV",2017,8700,45000,"Diesel","Individual","Manual","First Owner",23,1500,98.96,"5",205,1750
"Maruti","Wagon R LXI",2013,2700,58343,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,1000,67.05,"5",90,3500
"Maruti","Baleno Alpha 1.3",2018,8880,38817,"Diesel","Dealer","Manual","First Owner",27.39,1200,74,"5",190,2000
"Maruti","Swift AMT VVT VXI",2019,7800,5621,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1200,81.8,"5",113,4200
"Toyota","Etios VX",2017,7500,25538,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1500,88.73,"5",132,3000
"Maruti","Swift AMT ZXI",2018,7200,69779,"Petrol","Dealer","Automatic","First Owner",22,1200,81.8,"5",113,4200
"Hyundai","Grand i10 1.2 CRDi Sportz",2017,5400,56290,"Diesel","Dealer","Manual","First Owner",24,1200,73.97,"5",190.24,1750
"Honda","Brio 1.2 VX MT",2014,3900,52442,"Petrol","Trustmark Dealer","Manual","Second Owner",18.5,1200,86.8,"5",109,4500
"Hyundai","i10 Magna",2013,2759.988,39000,"Petrol","Dealer","Manual","First Owner",20.36,1200,78.9,"5",111.7,4000
"Mercedes-Benz","New C-Class C 200 Kompressor Elegance AT",2007,4800,42000,"Petrol","Dealer","Automatic","First Owner",11.74,1800,186,"5",285,2400
"Volkswagen","Polo 1.2 MPI Highline",2015,5388,34156,"Petrol","Dealer","Manual","First Owner",16.47,1200,74,"5",110,3750
"Hyundai","Grand i10 1.2 Kappa Sportz BSIV",2017,5460,34152,"Petrol","Dealer","Manual","First Owner",18.9,1200,81.86,"5",113.75,4000
"Audi","A4 35 TDI Premium Plus",2015,21000,37000,"Diesel","Dealer","Automatic","First Owner",18.25,2000,187.74,"5",400,1750
"Toyota","Innova Crysta 2.8 GX AT BSIV",2017,16680,98000,"Diesel","Dealer","Automatic","First Owner",11.36,2800,171.5,"7",360,1200
"Hyundai","Creta 1.6 SX Option",2019,13800,31000,"Petrol","Dealer","Manual","First Owner",15.8,1600,121.3,"5",151,4850
"Hyundai","i20 1.2 Magna Executive",2018,7800,62841,"Petrol","Trustmark Dealer","Manual","First Owner",18.6,1200,81.83,"5",114.7,4000
"Hyundai","Creta 1.6 CRDi SX",2016,11400,38600,"Diesel","Dealer","Manual","First Owner",19.67,1600,126.2,"5",259.9,1900
"Maruti","Swift Dzire AMT ZDI Plus",2018,8376,27654,"Diesel","Dealer","Automatic","First Owner",28.4,1200,74.02,"5",190,2000
"Hyundai","Creta 1.6 CRDi SX",2017,11700,48698,"Diesel","Dealer","Manual","First Owner",19.67,1600,126.2,"5",259.9,1900
"Maruti","Wagon R VXI AMT 1.2",2018,5340,32995,"Petrol","Dealer","Automatic","First Owner",20.52,1200,81.8,"5",113,4200
"Tata","Zest Quadrajet 1.3 75PS XM",2018,6468,60000,"Diesel","Individual","Manual","First Owner",22.95,1200,74,"5",190,1750
"Maruti","Swift Vdi BSIII",2010,4200,110000,"Diesel","Individual","Manual","Fourth & Above Owner",17.8,1200,75,"5",190,2000
"Mahindra","Scorpio VLX 2WD AIRBAG BSIII",2011,6600,260000,"Diesel","Individual","Manual","Fourth & Above Owner",12.05,2200,120,"8",290,1800
"Renault","Duster 85PS Diesel RxE",2015,6600,130000,"Diesel","Individual","Manual","Second Owner",20.45,1500,83.8,"5",200,1900
"Volkswagen","Polo Diesel Highline 1.2L",2011,3960,120000,"Diesel","Individual","Manual","First Owner",22.07,1200,73.9,"5",180,2000
"Hyundai","EON Era Plus",2014,2640,80000,"Petrol","Individual","Manual","Third Owner",21.1,800,55.2,"5",74.5,4000
"Maruti","Ritz ZXi",2013,4980,60000,"Petrol","Individual","Manual","Second Owner",18.5,1200,85.8,"5",114,4000
"Maruti","Alto LX BSIII",2007,1800,75000,"Petrol","Individual","Manual","First Owner",19.7,800,46.3,"5",62,3000
"Hyundai","Getz GLS",2005,1800,89000,"Petrol","Individual","Manual","Second Owner",15.3,1300,83,"5",115,3200
"Hyundai","Verna CRDi ABS",2007,2880,110000,"Diesel","Individual","Manual","First Owner",18.1,1500,110,"5",235.44,1900
"Maruti","Alto LX BSIII",2009,2040,90000,"Petrol","Individual","Manual","Second Owner",19.7,800,46.3,"5",62,3000
"Maruti","Ciaz ZDi Plus SHVS",2015,6600,40000,"Diesel","Individual","Manual","Third Owner",28.09,1200,88.5,"5",200,1750
"Nissan","Micra Fashion Edition XL CVT",2017,6000,26000,"Petrol","Individual","Automatic","First Owner",19.34,1200,76,"5",104,4000
"Mahindra","Xylo D2",2011,2160,120000,"Diesel","Individual","Manual","Second Owner",13,2500,95,"8",220,1400
"Mahindra","KUV 100 mFALCON G80 K4",2017,4320,29000,"Petrol","Individual","Manual","First Owner",18.15,1200,82,"6",115,3500
"Maruti","Swift Dzire VXI",2014,4800,120000,"Petrol","Individual","Manual","First Owner",19.1,1200,85.8,"5",114,4000
"Hyundai","Accent GLE",2009,1440,70000,"Petrol","Individual","Manual","Second Owner",13.2,1500,94,"5",122.625,3500
"Maruti","Vitara Brezza ZDi Plus Dual Tone",2016,9180,100000,"Diesel","Individual","Manual","Second Owner",24.3,1200,88.5,"5",200,1750
"Maruti","Vitara Brezza ZDi Plus Dual Tone",2016,11039.988,90150,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Toyota","Platinum Etios 1.4 GXD",2018,8760,90000,"Diesel","Individual","Manual","First Owner",23.59,1400,67.05,"5",170,1800
"Tata","Zest Quadrajet 1.3 75PS XM",2016,3840,120000,"Diesel","Individual","Manual","First Owner",22.95,1200,74,"5",190,1750
"Honda","Amaze S i-Dtech",2015,5460,90000,"Diesel","Individual","Manual","Second Owner",25.8,1500,98.6,"5",200,1750
"Datsun","GO T Option BSIV",2015,4200,50000,"Petrol","Individual","Manual","First Owner",20.63,1200,67,"5",104,4000
"Mahindra","TUV 300 T8",2016,6119.988,110000,"Diesel","Individual","Manual","First Owner",18.49,1500,100,"7",240,1600
"Tata","Indigo LS",2011,2100,85700,"Diesel","Individual","Manual","Second Owner",17,1400,70,"5",132.435,2500
"Mahindra","Bolero 2011-2019 DI NON AC BS III SILVER",2013,3900,178000,"Diesel","Individual","Manual","First Owner",15.96,2500,63,"9",180,1440
"Tata","Indigo CS GLS BSIII",2011,1440,70000,"Petrol","Individual","Manual","Second Owner",15.2,1200,65,"5",104.967,2600
"Hyundai","i10 Sportz",2014,3600,30000,"Petrol","Individual","Manual","Second Owner",20.36,1200,78.9,"5",111.8,4000
"Honda","City i DTEC E",2015,6000,100000,"Diesel","Individual","Manual","First Owner",26,1500,98.6,"5",200,1750
"Maruti","Baleno Delta 1.2",2016,6744,25339,"Petrol","Individual","Manual","First Owner",21.4,1200,83.1,"5",115,4000
"Hyundai","EON Magna Plus",2014,3000,10000,"Petrol","Individual","Manual","First Owner",21.1,800,55.2,"5",74.5,4000
"Tata","Zest Quadrajet 1.3 XT",2017,5819.988,35000,"Diesel","Individual","Manual","First Owner",20.65,1200,88.7,"5",190,1750
"Hyundai","i10 Sportz",2013,3360,35000,"Petrol","Individual","Manual","Second Owner",20.36,1200,78.9,"5",111.8,4000
"Maruti","Ertiga VDI",2015,6852,68000,"Diesel","Individual","Manual","Second Owner",20.77,1200,88.76,"7",200,1750
"Maruti","Swift VXI",2013,4800,40000,"Petrol","Individual","Manual","First Owner",18.6,1200,85.8,"5",114,4000
"Tata","Indigo CS LS (TDI) BS-III",2015,3540,120000,"Diesel","Individual","Manual","Second Owner",19.09,1400,69.01,"5",135,2500
"Mahindra","Bolero LX",2006,2520,120000,"Diesel","Individual","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Ford","Figo Petrol EXI",2011,3000,25000,"Petrol","Individual","Manual","First Owner",15.6,1200,70,"5",102,4000
"Mahindra","Bolero 2011-2019 SLE",2015,7320,40000,"Diesel","Individual","Manual","Second Owner",15.96,2500,62.1,"7",195,1400
"Tata","Indica Vista Quadrajet VX",2012,2100,60000,"Diesel","Individual","Manual","First Owner",22.3,1200,74,"5",190,1750
"Ford","Figo Diesel Titanium",2011,2459.988,70000,"Diesel","Individual","Manual","Second Owner",20,1400,68,"5",160,2000
"Mahindra","XUV500 W8 2WD",2013,9000,80000,"Diesel","Individual","Manual","Second Owner",15.1,2200,140,"7",330,1600
"Hyundai","i20 Active SX Diesel",2016,7812,42323,"Diesel","Dealer","Manual","First Owner",21.19,1400,88.76,"5",219.66,1500
"BMW","X1 sDrive20d M Sport",2011,12900,42545,"Diesel","Dealer","Automatic","First Owner",19.62,2000,190,"5",400,1750
"Maruti","S-Cross 2017-2020 Delta DDiS 200 SH",2016,8280,32000,"Diesel","Dealer","Manual","First Owner",25.1,1200,88.5,"5",200,1750
"Maruti","Swift Dzire VDI Optional",2017,7068,41232,"Diesel","Dealer","Manual","First Owner",26.59,1200,74,"5",190,2000
"Mahindra","Bolero B4",2015,5340,40200,"Diesel","Dealer","Manual","First Owner",21,1500,74.96,"7",210,1600
"Ford","Ecosport Sports Diesel",2013,5700,48000,"Diesel","Dealer","Manual","Second Owner",21.7,1500,98.96,"5",215,1750
"Honda","Amaze E Diesel BSIV",2014,5580,27233,"Diesel","Dealer","Manual","First Owner",27.4,1500,98.63,"5",200,1750
"Tata","Manza Aura Safire",2011,2700,35000,"Petrol","Individual","Manual","First Owner",15,1400,90,"5",116,4750
"Toyota","Innova 2.5 G (Diesel) 8 Seater BS IV",2005,3720,200000,"Diesel","Individual","Manual","Second Owner",12.8,2500,102,"8",200.124,1400
"Tata","Sumo EX",2016,5340,63000,"Diesel","Dealer","Manual","First Owner",15.3,3000,83.8,"9",250,1000
"Mahindra","Bolero B4",2015,5340,62000,"Diesel","Dealer","Manual","First Owner",21,1500,74.96,"7",210,1600
"Tata","New Safari 3L Dicor LX 4x2",2012,5400,68240,"Diesel","Dealer","Manual","First Owner",13.93,3000,138.1,"7",320,1700
"Mahindra","Scorpio 1.99 S10 4WD",2008,5400,78000,"Diesel","Dealer","Manual","First Owner",15.4,2000,120,"7",280,1800
"Maruti","Swift VDI BSIV",2017,6300,38000,"Diesel","Dealer","Manual","Second Owner",NA,NA,NA,NA,NA,NA
"Maruti","Wagon R VXI",2010,2400,35000,"Petrol","Dealer","Manual","First Owner",18.9,1000,67.1,"5",90,3500
"Maruti","Swift Dzire LXI",2018,7332,9000,"Petrol","Dealer","Manual","First Owner",19.1,1200,85.8,"5",114,4000
"Hyundai","Creta 1.6 CRDi Anniversary Edition",2016,9839.988,39000,"Diesel","Dealer","Manual","First Owner",19.67,1600,126.2,"5",259.9,1900
"Hyundai","Creta 1.4 CRDi S",2016,9900,39000,"Diesel","Dealer","Manual","First Owner",21.38,1400,88.7,"5",219.7,1500
"Ford","Ecosport 1.5 Diesel Titanium",2015,7188,92651,"Diesel","Dealer","Manual","First Owner",21.7,1500,98.96,"5",215,1750
"Maruti","Swift LXi BSIV",2018,5880,28000,"Petrol","Dealer","Manual","First Owner",16.1,1200,85,"5",113,4500
"Tata","Zest Revotron 1.2 XT",2020,6000,40000,"Petrol","Individual","Manual","First Owner",17.57,1200,88.7,"5",140,1500
"Tata","Zest Revotron 1.2 XT",2020,6000,40000,"Petrol","Individual","Manual","First Owner",17.57,1200,88.7,"5",140,1500
"Mahindra","XUV500 W10 2WD",2017,13200,88754,"Diesel","Dealer","Manual","First Owner",16,2200,140,"7",330,1600
"Ford","Aspire Titanium BSIV",2019,8100,7000,"Petrol","Individual","Manual","First Owner",19.4,1200,94.93,"5",120,4250
"Mahindra","XUV500 W9 2WD",2018,16200,40000,"Diesel","Individual","Manual","First Owner",16,2200,138,"7",330,1600
"Hyundai","Grand i10 1.2 Kappa Sportz Dual Tone",2018,6840,20000,"Petrol","Individual","Manual","First Owner",18.9,1200,81.86,"5",113.75,4000
"Hyundai","Grand i10 1.2 CRDi Asta",2017,5460,50000,"Diesel","Individual","Manual","First Owner",24,1200,73.97,"5",190.24,1750
"Hyundai","EON Era Plus",2013,1980,45000,"Petrol","Individual","Manual","Second Owner",21.1,800,55.2,"5",74.5,4000
"Honda","City i VTEC VX Option BL",2016,11100,22000,"Petrol","Individual","Manual","First Owner",17.8,1500,117.3,"5",145,4600
"Tata","Indigo CS eLX BS IV",2014,2580,100000,"Diesel","Individual","Manual","Second Owner",25,1400,69.01,"5",140,1800
"Maruti","Swift VXI Optional",2016,5640,23700,"Petrol","Individual","Manual","First Owner",20.4,1200,81.8,"5",113,4200
"Maruti","Swift VXI Deca",2016,5640,23700,"Petrol","Individual","Manual","First Owner",20.4,1200,81.8,"5",113,4200
"Maruti","Ciaz ZDi Plus SHVS",2017,7800,60000,"Diesel","Individual","Manual","First Owner",28.09,1200,88.5,"5",200,1750
"Renault","Captur 1.5 Diesel RXT",2017,10800,50000,"Diesel","Individual","Manual","First Owner",20.37,1500,108.45,"5",240,1750
"Ford","Fiesta 1.6 SXI ABS Duratec",2011,3900,53287,"Petrol","Dealer","Manual","First Owner",NA,NA,NA,NA,NA,NA
"Ford","Fiesta Classic 1.4 SXI Duratorq",2009,2280,100000,"Diesel","Individual","Manual","Second Owner",17.8,1400,67,"5",160,2000
"Hyundai","i20 Active 1.4 SX with AVN",2017,8580,60000,"Diesel","Individual","Manual","First Owner",21.19,1400,88.73,"5",219.66,1500
"Tata","Indigo CS eVX",2013,2735.988,60000,"Diesel","Individual","Manual","Second Owner",25,1400,69.01,"5",140,1800
"Tata","Bolt Quadrajet XE",2017,5400,50000,"Diesel","Individual","Manual","First Owner",22.95,1200,74,"5",190,1750
"Chevrolet","Beat Diesel LT",2015,2400,40000,"Diesel","Individual","Manual","First Owner",25.44,900,56.3,"5",142.5,1750
"Maruti","Wagon R LXI CNG",2017,4800,110000,"CNG","Individual","Manual","First Owner",26.6,1000,58.16,"5",77,3500
"Maruti","Ertiga SHVS VDI",2016,8700,110000,"Diesel","Individual","Manual","First Owner",24.52,1200,88.5,"7",200,1750
"Ford","Figo Diesel Titanium",2014,3600,80000,"Diesel","Individual","Manual","First Owner",20,1400,68.05,"5",160,2000
"Toyota","Innova 2.5 GX (Diesel) 8 Seater",2016,13812,69500,"Diesel","Individual","Manual","Second Owner",12.99,2500,100.6,"8",200,1200
"Datsun","GO T BSIV",2014,2700,33000,"Petrol","Individual","Manual","First Owner",20.63,1200,67,"5",104,4000
"Hyundai","i10 Magna 1.1L",2016,4560,80000,"Petrol","Individual","Manual","First Owner",19.81,1100,68.05,"5",99.04,4500
"Hyundai","Elite i20 Magna Plus BSIV",2019,7560,5000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.86,"5",117,4000
"Hyundai","i10 Magna 1.2 iTech SE",2014,4212,25000,"Petrol","Individual","Manual","First Owner",20.36,1200,78.9,"5",111.7,4000
"Skoda","Fabia 1.2 TDI Active Plus",2012,2388,50000,"Diesel","Individual","Manual","Second Owner",20.86,1200,75,"5",180,2000
"Tata","Hexa XE",2017,10200,50000,"Diesel","Individual","Manual","First Owner",17.6,2200,147.94,"7",320,1500
"Tata","Indica Vista Terra Quadrajet 1.3L",2010,1260,120000,"Diesel","Individual","Manual","Second Owner",18,1200,75,"5",190,1750
"Tata","Manza Aura (ABS) Quadrajet",2010,3600,120000,"Diesel","Individual","Manual","Third Owner",18.8,1200,90,"5",200,1750
"Toyota","Innova 2.5 GX (Diesel) 7 Seater",2016,11400,80000,"Diesel","Individual","Manual","First Owner",12.99,2500,100.6,"7",200,1200
"Mahindra","TUV 300 T8",2015,5160,110000,"Diesel","Individual","Manual","Second Owner",18.49,1500,100,"7",240,1600
"Ford","Endeavour 3.2 Titanium AT 4X4",2016,25200,80000,"Diesel","Individual","Automatic","First Owner",10.91,3200,197,"7",470,1750
"Hyundai","Grand i10 1.2 CRDi Sportz",2018,6480,30000,"Diesel","Individual","Manual","First Owner",24,1200,73.97,"5",190.24,1750
"Hyundai","Santro Xing GL LPG",2012,2100,60000,"LPG","Individual","Manual","Second Owner",17.8,1100,63,"5",96.138,3000
"Hyundai","Creta 1.6 CRDi AT SX Plus",2018,13800,44000,"Diesel","Individual","Automatic","First Owner",17.01,1600,126.2,"5",259.9,1900
"Maruti","Alto 800 LXI",2020,4200,5000,"Petrol","Individual","Manual","First Owner",22.05,800,47.3,"5",69,3500
"Hyundai","Elite i20 Petrol Asta Option",2019,8280,18000,"Petrol","Individual","Manual","First Owner",18.6,1200,81.86,"5",114.73,4000
"Hyundai","i20 Asta 1.4 CRDi",2015,6420,80000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Maruti","Vitara Brezza ZDi Plus",2016,8760,100000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Hyundai","EON Era Plus",2016,3360,19000,"Petrol","Individual","Manual","First Owner",21.1,800,55.2,"5",74.5,4000
"Maruti","Swift AMT ZXI",2019,7800,33000,"Petrol","Individual","Automatic","First Owner",21.21,1200,81.8,"5",113,4200
"Toyota","Innova 2.5 GX 7 STR",2012,6240,162000,"Diesel","Individual","Manual","Fourth & Above Owner",12.8,2500,102,"7",200.124,1400
"Hyundai","Xcent 1.2 VTVT E",2020,4320,65000,"Petrol","Individual","Manual","Second Owner",20.14,1200,81.86,"5",113.75,4000
"Maruti","Swift Dzire Vdi BSIV",2011,3000,170000,"Diesel","Individual","Manual","First Owner",19.3,1200,73.9,"5",190,2000
"Volkswagen","Ameo 1.5 TDI Trendline",2017,6900,40000,"Diesel","Individual","Manual","First Owner",21.66,1500,108.62,"5",250,1500
"Tata","Indigo CS LS (TDI) BS III",2012,2040,120000,"Diesel","Individual","Manual","Third Owner",19.09,1400,69,"5",135,2500
"Maruti","Vitara Brezza LDi Option",2017,8532,53000,"Diesel","Individual","Manual","First Owner",24.3,1200,88.5,"5",200,1750
"Maruti","Wagon R VXI BSIII",2013,3000,90000,"Petrol","Individual","Manual","First Owner",18.9,1000,67.1,"5",90,3500
"Maruti","Swift Dzire VDI Optional",2017,8100,35000,"Diesel","Individual","Manual","First Owner",26.59,1200,74,"5",190,2000
"Maruti","Wagon R VXI BS IV",2016,3900,50000,"Petrol","Individual","Manual","First Owner",20.51,1000,67.04,"5",90,3500
"Maruti","Alto 800 LXI",2016,3000,20000,"Petrol","Individual","Manual","First Owner",22.74,800,47.3,"5",69,3500
"Maruti","Swift AMT ZDI",2019,8880,38000,"Diesel","Individual","Automatic","First Owner",28.4,1200,74,"5",190,2000
"Honda","Amaze S i-VTEC",2019,8280,1303,"Petrol","Dealer","Manual","First Owner",17.8,1200,86.7,"5",109,4500
"Audi","Q5 35TDI Premium Plus",2018,47700,31800,"Diesel","Dealer","Automatic","First Owner",17.01,2000,188,"5",400,1750
"Lexus","ES 300h",2019,61800,20000,"Petrol","Dealer","Automatic","First Owner",22.37,2500,214.56,"5",202,3600
"Jaguar","XF 2.0 Diesel Portfolio",2017,38400,45000,"Diesel","Dealer","Automatic","First Owner",19.33,2000,177,"5",430,1750
"Jeep","Wrangler 2016-2019 3.6 4X4",2017,49200,17000,"Petrol","Individual","Automatic","First Owner",9.5,3600,280,"5",347,4300
"Land","Rover Discovery Sport TD4 SE",2019,54000,21000,"Diesel","Dealer","Automatic","First Owner",12.83,2000,148.31,"7",382,1750
"BMW","5 Series 520d Sport Line",2018,45480,29500,"Diesel","Dealer","Automatic","First Owner",22.48,2000,187.74,"5",400,1750
"Honda","CR-V 2.4L 4WD AT AVN",2017,21000,73000,"Petrol","Dealer","Automatic","First Owner",12,2400,187.4,"5",226,4400
"Skoda","Superb LK 1.8 TSI AT",2018,22379.988,50000,"Petrol","Dealer","Automatic","First Owner",14.67,1800,177.46,"5",250,1250
"Maruti","Ciaz 1.3 Alpha",2017,9600,28050,"Diesel","Dealer","Manual","First Owner",28.09,1200,88.5,"5",200,1750
"Honda","CR-V 2.4L 4WD AT AVN",2017,21900,58000,"Petrol","Dealer","Automatic","First Owner",12,2400,187.4,"5",226,4400
"Tata","Hexa XTA",2017,15540,58000,"Diesel","Dealer","Automatic","First Owner",17.6,2200,153.86,"7",400,1750
"Renault","Duster 85PS Diesel RxZ",2014,5100,69000,"Diesel","Dealer","Manual","First Owner",19.87,1500,83.8,"5",200,1750
"Mercedes-Benz","GL-Class 350 CDI Luxury",2016,49080,70000,"Diesel","Dealer","Automatic","First Owner",12,3000,224,"7",510,1600
"Hyundai","Creta 1.6 SX Automatic Diesel",2015,10920,40000,"Diesel","Dealer","Automatic","First Owner",17.6,1600,126.2,"5",259.87,1500
"Toyota","Corolla Altis 1.8 G CVT",2013,7500,39000,"Petrol","Dealer","Automatic","First Owner",14.28,1800,138.03,"5",173,4000
"Volvo","XC40 D4 R-Design",2018,40800,22000,"Diesel","Dealer","Automatic","First Owner",18,2000,190,"5",400,NA
"Maruti","Ciaz ZDi",2015,6420,40000,"Diesel","Dealer","Manual","First Owner",26.21,1200,88.5,"5",200,1750
"Mahindra","Bolero 2011-2019 SLX",2011,3900,142000,"Diesel","Individual","Manual","First Owner",15.96,2500,62.1,"7",195,1400
"Maruti","Swift VXI Deca",2016,6000,22947,"Petrol","Individual","Manual","First Owner",20.4,1200,81.8,"5",113,4200
"Hyundai","i10 Sportz",2013,3600,30000,"Petrol","Individual","Manual","Second Owner",20.36,1200,78.9,"5",111.8,4000
"Hyundai","EON D Lite Plus",2016,3240,7672,"Petrol","Individual","Manual","First Owner",21.1,800,55.2,"5",74.5,4000
"Maruti","Alto LXi",2010,1920,36659,"Petrol","Individual","Manual","First Owner",19.7,800,46.3,"5",62,3000
"Maruti","Omni E MPI STD BS IV",2016,2520,60000,"Petrol","Individual","Manual","First Owner",16.8,800,34.2,"8",59,2500
"Mahindra","XUV500 W4",2014,10200,120000,"Diesel","Individual","Manual","First Owner",15.1,2200,140,"7",330,1600
"Mahindra","XUV500 W4",2014,10560,120000,"Diesel","Individual","Manual","First Owner",15.1,2200,140,"7",330,1600
"Maruti","Zen Estilo Sports",2010,1800,39000,"Petrol","Individual","Manual","First Owner",16.9,1100,64.9,"5",84.366,3500
"Mahindra","TUV 300 T8 AMT",2015,9300,45000,"Diesel","Individual","Automatic","First Owner",18.49,1500,100,"7",230,1500
"Maruti","Alto LXi",2009,1920,70000,"Petrol","Individual","Manual","Third Owner",19.7,800,46.3,"5",62,3000
"Ford","Figo Diesel EXI",2012,2640,100000,"Diesel","Individual","Manual","Second Owner",20,1400,68,"5",160,2000
"Hyundai","i20 1.4 Asta Option",2017,8040,48000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Hyundai","i20 1.4 Sportz",2018,9360,35000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Maruti","Baleno Sigma 1.2",2017,6180,23000,"Petrol","Individual","Manual","First Owner",21.4,1200,83.1,"5",115,4000
"Hyundai","i20 2015-2017 Asta 1.4 CRDi",2017,9600,14000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Hyundai","i20 2015-2017 Asta 1.4 CRDi",2017,9600,14000,"Diesel","Individual","Manual","First Owner",22.54,1400,88.73,"5",219.7,1500
"Mahindra","XUV500 W8 2WD",2014,10200,60000,"Diesel","Individual","Manual","First Owner",15.1,2200,140,"7",330,1600
"Hyundai","EON Era Plus",2013,2400,60000,"Petrol","Individual","Manual","Second Owner",21.1,800,55.2,"5",74.5,4000
"Skoda","Fabia 1.4 TDI Ambiente",2008,1680,150000,"Diesel","Individual","Manual","Third Owner",19.4,1400,70,"5",155,1600
"Hyundai","Verna 1.6 VTVT AT SX",2016,9600,80000,"Petrol","Individual","Automatic","Second Owner",17.01,1600,121.3,"5",154.9,4200
"Maruti","Alto K10 2010-2014 VXI",2013,3000,35000,"Petrol","Individual","Manual","First Owner",20.92,1000,67.1,"5",90,3500
"Maruti","S-Cross 2017-2020 Zeta DDiS 200 SH",2017,9600,44500,"Diesel","Individual","Manual","First Owner",25.1,1200,88.5,"5",200,1750
"Maruti","Ciaz ZDi Plus",2015,7200,60000,"Diesel","Individual","Manual","Third Owner",26.21,1200,88.5,"5",200,1750
"Renault","Fluence Diesel E4",2012,3000,120000,"Diesel","Individual","Manual","Third Owner",21.8,1500,78,"5",240,2000
"Honda","Amaze S i-DTEC",2016,6000,80000,"Diesel","Individual","Manual","Second Owner",25.8,1500,98.6,"5",200,1750
"Maruti","Gypsy King Soft Top MPI BSIV",2019,9000,9900,"Petrol","Individual","Manual","First Owner",11.96,1300,80,"8",103,4500
"Maruti","Swift ZDi",2014,7800,68000,"Diesel","Individual","Manual","First Owner",22.9,1200,74,"5",190,2000
"Toyota","Etios Liva G",2012,4200,40000,"Petrol","Individual","Manual","Third Owner",NA,NA,NA,NA,NA,NA
